Purchase_Order_Number,CapChem_Vendor_ID,CapChem_Vendor_Name,CapChem_Raw_Material_ID,CapChem_Raw_Material_Name,CapChem_Raw_Material_Category,Quantity,Unit_Price_Of_RM,Total_Amount,Purchase_Order_Date
PO202200083,V009,Hyderabad Chemicals,RM0001,Ammonia,Nitrogen,12.89,1199520,15461813,02/07/22
PO202206576,V013,Beijing Corp,RM0012,Molybdenum,Micronutrient,1.09,28073,30600,02/07/22
PO202203161,V007,Nova Industries,RM0005,Potassium Sulphate,Potassium,6.3,2435159,15341502,02/07/22
PO202207104,V014,Greenfield Chemicals Ltd.,RM0013,Copper,Micronutrient,1.18,212260,250467,02/07/22
PO202203170,V007,Nova Industries,RM0005,Potassium Sulphate,Potassium,0.12,2435159,292220,02/07/22
PO202204839,V013,Beijing Corp,RM0008,Iron,Micronutrient,0.89,6793,6046,02/07/22
PO202205435,V013,Beijing Corp,RM0009,Zinc,Micronutrient,0.75,7472,5604,02/07/22
PO202203860,V005,Volga Chemicals,RM0006,Potassium Nitrate,Potassium,5.7,1849884,10544339,02/07/22
PO202207678,V015,Wuhan Enterprises,RM0014,Phosphoric Acid,Phosphurus,1.01,184714,186562,02/07/22
PO202203869,V005,Volga Chemicals,RM0006,Potassium Nitrate,Potassium,8.02,1849884,14836070,03/07/22
PO202202364,V004,Ural Enterprises,RM0004,Ammonium Nitrate,Nitrogen,37.24,1526841,56859559,03/07/22
PO202208414,V017,Casablanca Industries,RM0015,Phosphate Rock,Phosphurus,8.85,195522,1730370,03/07/22
PO202201624,V004,Ural Enterprises,RM0003,Potassium Chloride,Potassium,4.29,1296318,5561205,03/07/22
PO202205713,V012,Bayer Corp,RM0010,Manganese,Micronutrient,1,101640,101640,03/07/22
PO202203854,V009,Hyderabad Chemicals,RM0006,Potassium Nitrate,Potassium,6.03,1494137,9009647,03/07/22
PO202200090,V003,Prakash Chemicals,RM0001,Ammonia,Nitrogen,2.29,1142400,2616096,03/07/22
PO202200860,V005,Volga Chemicals,RM0002,Urea,Nitrogen,10.45,1400254,14632655,03/07/22
PO202207093,V014,Greenfield Chemicals Ltd.,RM0013,Copper,Micronutrient,1.46,212260,309900,03/07/22
PO202200854,V006,Navin Corp,RM0002,Urea,Nitrogen,15.37,1184831,18210853,03/07/22
PO202207677,V015,Wuhan Enterprises,RM0014,Phosphoric Acid,Phosphurus,6.26,184714,1156310,03/07/22
PO202205716,V012,Bayer Corp,RM0010,Manganese,Micronutrient,1,101640,101640,03/07/22
PO202207105,V014,Greenfield Chemicals Ltd.,RM0013,Copper,Micronutrient,0.94,212260,199525,04/07/22
PO202205429,V011,Berlin Enterprises,RM0009,Zinc,Micronutrient,0.87,11207,9751,04/07/22
PO202206109,V010,ChemTech Corp,RM0011,Boron,Micronutrient,1.13,72338,81742,04/07/22
PO202204838,V013,Beijing Corp,RM0008,Iron,Micronutrient,1.03,6793,6997,04/07/22
PO202200071,V002,Mecca Enterprises,RM0001,Ammonia,Nitrogen,5.25,1428000,7497000,04/07/22
PO202203863,V009,Hyderabad Chemicals,RM0006,Potassium Nitrate,Potassium,8.55,1494137,12774872,04/07/22
PO202203861,V005,Volga Chemicals,RM0006,Potassium Nitrate,Potassium,1,1849884,1849884,04/07/22
PO202206117,V010,ChemTech Corp,RM0011,Boron,Micronutrient,1.62,72338,117188,05/07/22
PO202206115,V010,ChemTech Corp,RM0011,Boron,Micronutrient,1.32,72338,95487,05/07/22
PO202208418,V018,Zarqa Specialty Chemicals,RM0015,Phosphate Rock,Phosphurus,12.3,219962,2705533,05/07/22
PO202207691,V016,Summit Enterprises,RM0014,Phosphoric Acid,Phosphurus,7.01,291653,2044488,05/07/22
PO202205715,V012,Bayer Corp,RM0010,Manganese,Micronutrient,1,101640,101640,05/07/22
PO202201626,V005,Volga Chemicals,RM0003,Potassium Chloride,Potassium,5.52,1248307,6890655,06/07/22
PO202200871,V006,Navin Corp,RM0002,Urea,Nitrogen,14.76,1184831,17488106,06/07/22
PO202200873,V001,Jubair Corp,RM0002,Urea,Nitrogen,1.72,1400254,2408437,06/07/22
PO202203862,V009,Hyderabad Chemicals,RM0006,Potassium Nitrate,Potassium,2.74,1494137,4093936,06/07/22
PO202204833,V011,Berlin Enterprises,RM0008,Iron,Micronutrient,3.6,10189,36681,06/07/22
PO202208409,V017,Casablanca Industries,RM0015,Phosphate Rock,Phosphurus,9.68,195522,1892653,06/07/22
PO202206579,V013,Beijing Corp,RM0012,Molybdenum,Micronutrient,1.75,28073,49128,06/07/22
PO202207695,V016,Summit Enterprises,RM0014,Phosphoric Acid,Phosphurus,1.56,291653,454979,06/07/22
PO202203153,V007,Nova Industries,RM0005,Potassium Sulphate,Potassium,8.44,2435159,20552742,06/07/22
PO202205711,V012,Bayer Corp,RM0010,Manganese,Micronutrient,1,101640,101640,06/07/22
PO202202363,V008,Deepak Enterprises,RM0004,Ammonium Nitrate,Nitrogen,11.76,1130993,13300478,07/07/22
PO202202365,V004,Ural Enterprises,RM0004,Ammonium Nitrate,Nitrogen,4.38,1526841,6687564,07/07/22
PO202208413,V018,Zarqa Specialty Chemicals,RM0015,Phosphate Rock,Phosphurus,4.47,219962,983231,07/07/22
PO202203159,V007,Nova Industries,RM0005,Potassium Sulphate,Potassium,10.05,2435159,24473348,07/07/22
PO202203168,V007,Nova Industries,RM0005,Potassium Sulphate,Potassium,1.37,2435159,3336168,07/07/22
PO202201625,V004,Ural Enterprises,RM0003,Potassium Chloride,Potassium,7.27,1296318,9424232,07/07/22
PO202204830,V011,Berlin Enterprises,RM0008,Iron,Micronutrient,1.74,10189,17729,07/07/22
PO202204834,V011,Berlin Enterprises,RM0008,Iron,Micronutrient,3.72,10189,37904,07/07/22
PO202203865,V005,Volga Chemicals,RM0006,Potassium Nitrate,Potassium,9.44,1849884,17462905,07/07/22
PO202203856,V009,Hyderabad Chemicals,RM0006,Potassium Nitrate,Potassium,4.67,1494137,6977620,07/07/22
PO202204826,V013,Beijing Corp,RM0008,Iron,Micronutrient,3.37,6793,22893,07/07/22
PO202207692,V015,Wuhan Enterprises,RM0014,Phosphoric Acid,Phosphurus,8.07,184714,1490642,08/07/22
PO202203872,V005,Volga Chemicals,RM0006,Potassium Nitrate,Potassium,0.8,1849884,1479908,08/07/22
PO202206113,V010,ChemTech Corp,RM0011,Boron,Micronutrient,1.55,72338,112124,08/07/22
PO202206108,V010,ChemTech Corp,RM0011,Boron,Micronutrient,1.62,72338,117188,08/07/22
PO202202354,V008,Deepak Enterprises,RM0004,Ammonium Nitrate,Nitrogen,33.48,1130993,37865646,08/07/22
PO202200078,V003,Prakash Chemicals,RM0001,Ammonia,Nitrogen,3.84,1142400,4386816,08/07/22
PO202208420,V017,Casablanca Industries,RM0015,Phosphate Rock,Phosphurus,10.52,195522,2056892,08/07/22
PO202204832,V011,Berlin Enterprises,RM0008,Iron,Micronutrient,3.23,10189,32911,08/07/22
PO202204831,V013,Beijing Corp,RM0008,Iron,Micronutrient,3.37,6793,22893,08/07/22
PO202204823,V013,Beijing Corp,RM0008,Iron,Micronutrient,2,6793,13586,08/07/22
PO202203868,V009,Hyderabad Chemicals,RM0006,Potassium Nitrate,Potassium,3.73,1494137,5573132,08/07/22
PO202202360,V004,Ural Enterprises,RM0004,Ammonium Nitrate,Nitrogen,28.56,1526841,43606579,08/07/22
PO202205712,V012,Bayer Corp,RM0010,Manganese,Micronutrient,1,101640,101640,09/07/22
PO202200081,V006,Navin Corp,RM0001,Ammonia,Nitrogen,8.29,1256640,10417546,09/07/22
PO202205431,V013,Beijing Corp,RM0009,Zinc,Micronutrient,0.72,7472,5380,09/07/22
PO202208407,V017,Casablanca Industries,RM0015,Phosphate Rock,Phosphurus,12.56,195522,2455757,09/07/22
PO202204829,V011,Berlin Enterprises,RM0008,Iron,Micronutrient,3.14,10189,31994,09/07/22
PO202200084,V001,Jubair Corp,RM0001,Ammonia,Nitrogen,21.13,1485120,31380586,09/07/22
PO202200065,V008,Deepak Enterprises,RM0001,Ammonia,Nitrogen,10.53,1142400,12029472,09/07/22
PO202202368,V002,Mecca Enterprises,RM0004,Ammonium Nitrate,Nitrogen,36.04,1413741,50951226,09/07/22
PO202207686,V015,Wuhan Enterprises,RM0014,Phosphoric Acid,Phosphurus,6.43,184714,1187712,09/07/22
PO202207688,V016,Summit Enterprises,RM0014,Phosphoric Acid,Phosphurus,6.96,291653,2029905,09/07/22
PO202207694,V016,Summit Enterprises,RM0014,Phosphoric Acid,Phosphurus,1.14,291653,332485,09/07/22
PO202203157,V007,Nova Industries,RM0005,Potassium Sulphate,Potassium,2.69,2435159,6550578,09/07/22
PO202203150,V007,Nova Industries,RM0005,Potassium Sulphate,Potassium,6.72,2435159,16364269,09/07/22
PO202202369,V002,Mecca Enterprises,RM0004,Ammonium Nitrate,Nitrogen,41.97,1413741,59334710,09/07/22
PO202201618,V009,Hyderabad Chemicals,RM0003,Potassium Chloride,Potassium,1.74,1008248,1754352,10/07/22
PO202207687,V016,Summit Enterprises,RM0014,Phosphoric Acid,Phosphurus,3.74,291653,1090783,10/07/22
PO202202373,V002,Mecca Enterprises,RM0004,Ammonium Nitrate,Nitrogen,0.64,1413741,904795,10/07/22
PO202207681,V016,Summit Enterprises,RM0014,Phosphoric Acid,Phosphurus,1.28,291653,373316,10/07/22
PO202205430,V011,Berlin Enterprises,RM0009,Zinc,Micronutrient,0.61,11207,6837,10/07/22
PO202208410,V017,Casablanca Industries,RM0015,Phosphate Rock,Phosphurus,14.12,195522,2760771,10/07/22
PO202204544,V010,ChemTech Corp,RM0007,Chlorine,Micronutrient,0.67,214596,143780,10/07/22
PO202200089,V009,Hyderabad Chemicals,RM0001,Ammonia,Nitrogen,3.02,1199520,3622551,10/07/22
PO202206585,V013,Beijing Corp,RM0012,Molybdenum,Micronutrient,1.2,28073,33688,10/07/22
PO202208412,V018,Zarqa Specialty Chemicals,RM0015,Phosphate Rock,Phosphurus,14.66,219962,3224643,10/07/22
PO202206582,V013,Beijing Corp,RM0012,Molybdenum,Micronutrient,1.43,28073,40145,10/07/22
PO202200086,V009,Hyderabad Chemicals,RM0001,Ammonia,Nitrogen,1.02,1199520,1223511,10/07/22
PO202202352,V001,Jubair Corp,RM0004,Ammonium Nitrate,Nitrogen,35.75,1470291,52562904,10/07/22
PO202205720,V012,Bayer Corp,RM0010,Manganese,Micronutrient,1,101640,101640,10/07/22
PO202206106,V010,ChemTech Corp,RM0011,Boron,Micronutrient,1.04,72338,75232,10/07/22
PO202206575,V013,Beijing Corp,RM0012,Molybdenum,Micronutrient,1.66,28073,46602,10/07/22
PO202200872,V001,Jubair Corp,RM0002,Urea,Nitrogen,6.55,1400254,9171664,10/07/22
PO202208419,V018,Zarqa Specialty Chemicals,RM0015,Phosphate Rock,Phosphurus,9.84,219962,2164427,11/07/22
PO202207682,V016,Summit Enterprises,RM0014,Phosphoric Acid,Phosphurus,4.48,291653,1306606,11/07/22
PO202205434,V013,Beijing Corp,RM0009,Zinc,Micronutrient,0.65,7472,4857,11/07/22
PO202207683,V016,Summit Enterprises,RM0014,Phosphoric Acid,Phosphurus,8.16,291653,2379889,11/07/22
PO202207684,V015,Wuhan Enterprises,RM0014,Phosphoric Acid,Phosphurus,4.63,184714,855226,11/07/22
PO202203169,V007,Nova Industries,RM0005,Potassium Sulphate,Potassium,1.28,2435159,3117004,11/07/22
PO202200856,V005,Volga Chemicals,RM0002,Urea,Nitrogen,4.81,1400254,6735222,11/07/22
PO202200859,V005,Volga Chemicals,RM0002,Urea,Nitrogen,12.01,1400254,16817051,11/07/22
PO202200079,V008,Deepak Enterprises,RM0001,Ammonia,Nitrogen,11.79,1142400,13468896,11/07/22
PO202200866,V006,Navin Corp,RM0002,Urea,Nitrogen,14.2,1184831,16824601,11/07/22
PO202201632,V005,Volga Chemicals,RM0003,Potassium Chloride,Potassium,3.78,1248307,4718601,11/07/22
PO202203148,V007,Nova Industries,RM0005,Potassium Sulphate,Potassium,5.92,2435159,14416142,12/07/22
PO202205718,V012,Bayer Corp,RM0010,Manganese,Micronutrient,1,101640,101640,12/07/22
PO202203867,V005,Volga Chemicals,RM0006,Potassium Nitrate,Potassium,4.56,1849884,8435472,12/07/22
PO202207685,V015,Wuhan Enterprises,RM0014,Phosphoric Acid,Phosphurus,10,184714,1847140,12/07/22
PO202208417,V018,Zarqa Specialty Chemicals,RM0015,Phosphate Rock,Phosphurus,3.69,219962,811660,12/07/22
PO202203151,V007,Nova Industries,RM0005,Potassium Sulphate,Potassium,3.52,2435159,8571760,12/07/22
PO202203154,V007,Nova Industries,RM0005,Potassium Sulphate,Potassium,6.72,2435159,16364269,12/07/22
PO202206578,V013,Beijing Corp,RM0012,Molybdenum,Micronutrient,1.75,28073,49128,12/07/22
PO202202370,V001,Jubair Corp,RM0004,Ammonium Nitrate,Nitrogen,51.6,1470291,75867016,13/07/22
PO202206107,V010,ChemTech Corp,RM0011,Boron,Micronutrient,1.02,72338,73785,13/07/22
PO202207679,V016,Summit Enterprises,RM0014,Phosphoric Acid,Phosphurus,1.4,291653,408315,13/07/22
PO202207103,V014,Greenfield Chemicals Ltd.,RM0013,Copper,Micronutrient,3.07,212260,651639,13/07/22
PO202200067,V002,Mecca Enterprises,RM0001,Ammonia,Nitrogen,22.96,1428000,32786880,13/07/22
PO202202357,V002,Mecca Enterprises,RM0004,Ammonium Nitrate,Nitrogen,42,1413741,59377122,13/07/22
PO202200076,V001,Jubair Corp,RM0001,Ammonia,Nitrogen,10.13,1485120,15044266,13/07/22
PO202202372,V004,Ural Enterprises,RM0004,Ammonium Nitrate,Nitrogen,1.2,1526841,1832210,13/07/22
PO202201623,V004,Ural Enterprises,RM0003,Potassium Chloride,Potassium,7.04,1296318,9126079,13/07/22
PO202204548,V010,ChemTech Corp,RM0007,Chlorine,Micronutrient,0.9,214596,193137,13/07/22
PO202203147,V007,Nova Industries,RM0005,Potassium Sulphate,Potassium,9.29,2435159,22622628,13/07/22
PO202201634,V005,Volga Chemicals,RM0003,Potassium Chloride,Potassium,6.14,1248307,7664605,14/07/22
PO202202356,V001,Jubair Corp,RM0004,Ammonium Nitrate,Nitrogen,1.89,1470291,2778850,14/07/22
PO202203163,V007,Nova Industries,RM0005,Potassium Sulphate,Potassium,1.12,2435159,2727379,14/07/22
PO202208416,V017,Casablanca Industries,RM0015,Phosphate Rock,Phosphurus,8.99,195522,1757743,14/07/22
PO202202367,V001,Jubair Corp,RM0004,Ammonium Nitrate,Nitrogen,16.61,1470291,24421534,14/07/22
PO202201636,V004,Ural Enterprises,RM0003,Potassium Chloride,Potassium,3.91,1296318,5068604,14/07/22
PO202202371,V008,Deepak Enterprises,RM0004,Ammonium Nitrate,Nitrogen,2.32,1130993,2623904,14/07/22
PO202200073,V001,Jubair Corp,RM0001,Ammonia,Nitrogen,21.47,1485120,31885527,14/07/22
PO202200074,V006,Navin Corp,RM0001,Ammonia,Nitrogen,22.01,1256640,27658647,14/07/22
PO202203857,V005,Volga Chemicals,RM0006,Potassium Nitrate,Potassium,3.74,1849884,6918567,14/07/22
PO202204835,V013,Beijing Corp,RM0008,Iron,Micronutrient,3.98,6793,27037,15/07/22
PO202201637,V009,Hyderabad Chemicals,RM0003,Potassium Chloride,Potassium,7.53,1008248,7592108,15/07/22
PO202204836,V013,Beijing Corp,RM0008,Iron,Micronutrient,3.9,6793,26493,15/07/22
PO202203165,V007,Nova Industries,RM0005,Potassium Sulphate,Potassium,1.97,2435159,4797264,15/07/22
PO202205717,V012,Bayer Corp,RM0010,Manganese,Micronutrient,1,101640,101640,15/07/22
PO202202351,V008,Deepak Enterprises,RM0004,Ammonium Nitrate,Nitrogen,22.4,1130993,25334244,15/07/22
PO202204547,V010,ChemTech Corp,RM0007,Chlorine,Micronutrient,0.73,214596,156656,16/07/22
PO202201628,V009,Hyderabad Chemicals,RM0003,Potassium Chloride,Potassium,2.45,1008248,2470208,16/07/22
PO202201627,V005,Volga Chemicals,RM0003,Potassium Chloride,Potassium,3.85,1248307,4805982,16/07/22
PO202200855,V008,Deepak Enterprises,RM0002,Urea,Nitrogen,12.27,1077119,13216251,16/07/22
PO202203864,V009,Hyderabad Chemicals,RM0006,Potassium Nitrate,Potassium,7.34,1494137,10966966,16/07/22
PO202202353,V004,Ural Enterprises,RM0004,Ammonium Nitrate,Nitrogen,14.44,1526841,22047585,16/07/22
PO202205432,V011,Berlin Enterprises,RM0009,Zinc,Micronutrient,0.97,11207,10871,16/07/22
PO202203859,V009,Hyderabad Chemicals,RM0006,Potassium Nitrate,Potassium,10.67,1494137,15942442,16/07/22
PO202203866,V005,Volga Chemicals,RM0006,Potassium Nitrate,Potassium,10.22,1849884,18905815,16/07/22
PO202203871,V009,Hyderabad Chemicals,RM0006,Potassium Nitrate,Potassium,1.17,1494137,1748141,16/07/22
PO202200091,V002,Mecca Enterprises,RM0001,Ammonia,Nitrogen,0.69,1428000,985320,16/07/22
PO202205433,V013,Beijing Corp,RM0009,Zinc,Micronutrient,0.73,7472,5455,17/07/22
PO202205719,V012,Bayer Corp,RM0010,Manganese,Micronutrient,1,101640,101640,17/07/22
PO202200072,V008,Deepak Enterprises,RM0001,Ammonia,Nitrogen,14.19,1142400,16210656,17/07/22
PO202208405,V017,Casablanca Industries,RM0015,Phosphate Rock,Phosphurus,14.2,195522,2776413,17/07/22
PO202200087,V001,Jubair Corp,RM0001,Ammonia,Nitrogen,4.77,1485120,7084023,17/07/22
PO202203853,V005,Volga Chemicals,RM0006,Potassium Nitrate,Potassium,3.5,1849884,6474594,17/07/22
PO202206586,V013,Beijing Corp,RM0012,Molybdenum,Micronutrient,0.43,28073,12072,17/07/22
PO202207696,V015,Wuhan Enterprises,RM0014,Phosphoric Acid,Phosphurus,0.4,184714,73886,17/07/22
PO202202358,V008,Deepak Enterprises,RM0004,Ammonium Nitrate,Nitrogen,12.18,1130993,13775495,17/07/22
PO202200869,V001,Jubair Corp,RM0002,Urea,Nitrogen,2.89,1400254,4046735,17/07/22
PO202208406,V017,Casablanca Industries,RM0015,Phosphate Rock,Phosphurus,8.62,195522,1685400,18/07/22
PO202200861,V005,Volga Chemicals,RM0002,Urea,Nitrogen,19.25,1400254,26954890,18/07/22
PO202203855,V005,Volga Chemicals,RM0006,Potassium Nitrate,Potassium,6.26,1849884,11580274,18/07/22
PO202207680,V016,Summit Enterprises,RM0014,Phosphoric Acid,Phosphurus,5.74,291653,1674089,18/07/22
PO202200864,V008,Deepak Enterprises,RM0002,Urea,Nitrogen,17.8,1077119,19172719,19/07/22
PO202207096,V014,Greenfield Chemicals Ltd.,RM0013,Copper,Micronutrient,1.77,212260,375701,19/07/22
PO202200070,V002,Mecca Enterprises,RM0001,Ammonia,Nitrogen,3.55,1428000,5069400,19/07/22
PO202201622,V005,Volga Chemicals,RM0003,Potassium Chloride,Potassium,2.04,1248307,2546547,19/07/22
PO202205428,V013,Beijing Corp,RM0009,Zinc,Micronutrient,0.65,7472,4857,19/07/22
PO202207092,V014,Greenfield Chemicals Ltd.,RM0013,Copper,Micronutrient,2.83,212260,600696,19/07/22
PO202200077,V006,Navin Corp,RM0001,Ammonia,Nitrogen,29.92,1256640,37598669,19/07/22
PO202200868,V001,Jubair Corp,RM0002,Urea,Nitrogen,19.24,1400254,26940887,19/07/22
PO202203156,V007,Nova Industries,RM0005,Potassium Sulphate,Potassium,5.42,2435159,13198562,19/07/22
PO202200066,V001,Jubair Corp,RM0001,Ammonia,Nitrogen,19.02,1485120,28246983,20/07/22
PO202200863,V006,Navin Corp,RM0002,Urea,Nitrogen,16.79,1184831,19893313,20/07/22
PO202207690,V015,Wuhan Enterprises,RM0014,Phosphoric Acid,Phosphurus,7.86,184714,1451853,20/07/22
PO202201638,V009,Hyderabad Chemicals,RM0003,Potassium Chloride,Potassium,1.12,1008248,1129238,20/07/22
PO202200870,V006,Navin Corp,RM0002,Urea,Nitrogen,8.51,1184831,10082912,20/07/22
PO202203870,V005,Volga Chemicals,RM0006,Potassium Nitrate,Potassium,8.68,1849884,16056994,20/07/22
PO202201617,V005,Volga Chemicals,RM0003,Potassium Chloride,Potassium,8.73,1248307,10897721,20/07/22
PO202207676,V015,Wuhan Enterprises,RM0014,Phosphoric Acid,Phosphurus,10.48,184714,1935803,20/07/22
PO202200862,V001,Jubair Corp,RM0002,Urea,Nitrogen,6.12,1400254,8569555,21/07/22
PO202207089,V014,Greenfield Chemicals Ltd.,RM0013,Copper,Micronutrient,1.49,212260,316268,21/07/22
PO202206111,V010,ChemTech Corp,RM0011,Boron,Micronutrient,1.18,72338,85359,22/07/22
PO202204837,V011,Berlin Enterprises,RM0008,Iron,Micronutrient,2.66,10189,27103,22/07/22
PO202206119,V010,ChemTech Corp,RM0011,Boron,Micronutrient,0.28,72338,20255,22/07/22
PO202206112,V010,ChemTech Corp,RM0011,Boron,Micronutrient,1.33,72338,96210,22/07/22
PO202205714,V012,Bayer Corp,RM0010,Manganese,Micronutrient,1,101640,101640,22/07/22
PO202200069,V009,Hyderabad Chemicals,RM0001,Ammonia,Nitrogen,11.93,1199520,14310274,22/07/22
PO202203162,V007,Nova Industries,RM0005,Potassium Sulphate,Potassium,7.9,2435159,19237757,22/07/22
PO202207675,V016,Summit Enterprises,RM0014,Phosphoric Acid,Phosphurus,5.04,291653,1469932,22/07/22
PO202207689,V015,Wuhan Enterprises,RM0014,Phosphoric Acid,Phosphurus,2.42,184714,447008,22/07/22
PO202208421,V017,Casablanca Industries,RM0015,Phosphate Rock,Phosphurus,0.78,195522,152508,22/07/22
PO202205436,V013,Beijing Corp,RM0009,Zinc,Micronutrient,0.35,7472,2616,22/07/22
PO202201620,V009,Hyderabad Chemicals,RM0003,Potassium Chloride,Potassium,7.81,1008248,7874417,22/07/22
PO202202359,V004,Ural Enterprises,RM0004,Ammonium Nitrate,Nitrogen,20.36,1526841,31086483,22/07/22
PO202200867,V001,Jubair Corp,RM0002,Urea,Nitrogen,7.64,1400254,10697941,23/07/22
PO202207094,V014,Greenfield Chemicals Ltd.,RM0013,Copper,Micronutrient,3.02,212260,641026,23/07/22
PO202207097,V014,Greenfield Chemicals Ltd.,RM0013,Copper,Micronutrient,1.73,212260,367210,23/07/22
PO202207098,V014,Greenfield Chemicals Ltd.,RM0013,Copper,Micronutrient,1.75,212260,371455,23/07/22
PO202203160,V007,Nova Industries,RM0005,Potassium Sulphate,Potassium,7.05,2435159,17167871,23/07/22
PO202207102,V014,Greenfield Chemicals Ltd.,RM0013,Copper,Micronutrient,3.23,212260,685600,23/07/22
PO202204828,V013,Beijing Corp,RM0008,Iron,Micronutrient,3.28,6793,22282,24/07/22
PO202201633,V005,Volga Chemicals,RM0003,Potassium Chloride,Potassium,6.94,1248307,8663251,24/07/22
PO202203155,V007,Nova Industries,RM0005,Potassium Sulphate,Potassium,4.56,2435159,11104326,24/07/22
PO202201639,V009,Hyderabad Chemicals,RM0003,Potassium Chloride,Potassium,0.82,1008248,826764,25/07/22
PO202207091,V014,Greenfield Chemicals Ltd.,RM0013,Copper,Micronutrient,1.24,212260,263203,25/07/22
PO202201635,V004,Ural Enterprises,RM0003,Potassium Chloride,Potassium,9.5,1296318,12315021,25/07/22
PO202206577,V013,Beijing Corp,RM0012,Molybdenum,Micronutrient,1.77,28073,49690,25/07/22
PO202207693,V015,Wuhan Enterprises,RM0014,Phosphoric Acid,Phosphurus,1.04,184714,192103,25/07/22
PO202207095,V014,Greenfield Chemicals Ltd.,RM0013,Copper,Micronutrient,1.22,212260,258958,25/07/22
PO202206114,V010,ChemTech Corp,RM0011,Boron,Micronutrient,1.61,72338,116465,25/07/22
PO202207100,V014,Greenfield Chemicals Ltd.,RM0013,Copper,Micronutrient,1.24,212260,263203,25/07/22
PO202200082,V009,Hyderabad Chemicals,RM0001,Ammonia,Nitrogen,18.4,1199520,22071168,25/07/22
PO202208408,V018,Zarqa Specialty Chemicals,RM0015,Phosphate Rock,Phosphurus,10.64,219962,2340396,25/07/22
PO202204549,V010,ChemTech Corp,RM0007,Chlorine,Micronutrient,0.72,214596,154510,25/07/22
PO202200075,V003,Prakash Chemicals,RM0001,Ammonia,Nitrogen,29.95,1142400,34214880,25/07/22
PO202208415,V017,Casablanca Industries,RM0015,Phosphate Rock,Phosphurus,12.38,195522,2420563,25/07/22
PO202202366,V002,Mecca Enterprises,RM0004,Ammonium Nitrate,Nitrogen,42.72,1413741,60395016,26/07/22
PO202206581,V013,Beijing Corp,RM0012,Molybdenum,Micronutrient,1.05,28073,29477,26/07/22
